index	name	color
657930	Background	#0a0a0aff
65535	17networks_LH_DefaultA_FPole_1	#ffff00ff
131071	17networks_LH_DefaultA_IPL_1	#ffff01ff
196607	17networks_LH_DefaultA_IPL_2	#ffff02ff
262143	17networks_LH_DefaultA_PCC_1	#ffff03ff
327679	17networks_LH_DefaultA_PFCd_1	#ffff04ff
393215	17networks_LH_DefaultA_PFCm_1	#ffff05ff
458751	17networks_LH_DefaultA_PFCm_2	#ffff06ff
524287	17networks_LH_DefaultA_PFCm_3	#ffff07ff
63996	17networks_LH_DefaultA_PFCm_4	#fcf900ff
64252	17networks_LH_DefaultA_PHC_1	#fcfa00ff
64508	17networks_LH_DefaultA_PHC_2	#fcfb00ff
64764	17networks_LH_DefaultA_Temp_1	#fcfc00ff
65020	17networks_LH_DefaultA_Temp_2	#fcfd00ff
65276	17networks_LH_DefaultA_Temp_3	#fcfe00ff
65532	17networks_LH_DefaultA_TempPole_1	#fcff00ff
63741	17networks_LH_DefaultA_pCun_1	#fdf800ff
5062093	17networks_LH_DefaultB_FPole_1	#cd3d4dff
5127629	17networks_LH_DefaultB_IPL_1	#cd3d4eff
4669133	17networks_LH_DefaultB_IPL_2	#cd3e47ff
4734669	17networks_LH_DefaultB_PCC_1	#cd3e48ff
4800205	17networks_LH_DefaultB_PCC_2	#cd3e49ff
4865741	17networks_LH_DefaultB_PFCd_1	#cd3e4aff
4931277	17networks_LH_DefaultB_PFCd_2	#cd3e4bff
4996813	17networks_LH_DefaultB_PFCd_3	#cd3e4cff
5062349	17networks_LH_DefaultB_PFCd_4	#cd3e4dff
5127885	17networks_LH_DefaultB_PFCd_5	#cd3e4eff
5193421	17networks_LH_DefaultB_PFCd_6	#cd3e4fff
5258957	17networks_LH_DefaultB_PFCl_1	#cd3e50ff
5324493	17networks_LH_DefaultB_PFCv_1	#cd3e51ff
5390029	17networks_LH_DefaultB_PFCv_2	#cd3e52ff
5455565	17networks_LH_DefaultB_PFCv_3	#cd3e53ff
5521101	17networks_LH_DefaultB_PFCv_4	#cd3e54ff
5586637	17networks_LH_DefaultB_Temp_1	#cd3e55ff
5128141	17networks_LH_DefaultB_Temp_2	#cd3f4eff
5193677	17networks_LH_DefaultB_TempPole_1	#cd3f4fff
5259213	17networks_LH_DefaultB_TempPole_2	#cd3f50ff
8060928	17networks_LH_DefaultC_IPL_1	#00007bff
8126464	17networks_LH_DefaultC_IPL_2	#00007cff
8192000	17networks_LH_DefaultC_PFCd_1	#00007dff
8257536	17networks_LH_DefaultC_PFCd_2	#00007eff
8323072	17networks_LH_DefaultC_PHC_1	#00007fff
8388608	17networks_LH_DefaultC_PHC_2	#000080ff
8454144	17networks_LH_DefaultC_PHC_3	#000081ff
8519680	17networks_LH_DefaultC_PHC_4	#000082ff
8585216	17networks_LH_DefaultC_RSC_1	#000083ff
8650752	17networks_LH_DefaultC_RSC_2	#000084ff
8716288	17networks_LH_DefaultC_RSC_3	#000085ff
8781824	17networks_LH_DefaultC_RSC_4	#000086ff
8847360	17networks_LH_DefaultC_RSC_5	#000087ff
8912896	17networks_LH_DefaultC_pCun_1	#000088ff
8978432	17networks_LH_DefaultC_pCun_2	#000089ff
8519936	17networks_LH_DefaultC_pCun_3	#000182ff
8585472	17networks_LH_DefaultC_pCun_4	#000183ff
16396300	17networks_LH_Language_IFG_1	#0c30faff
16461836	17networks_LH_Language_IFG_2	#0c30fbff
16527372	17networks_LH_Language_IPL_1	#0c30fcff
16592908	17networks_LH_Language_IPL_2	#0c30fdff
16658444	17networks_LH_Language_PFCd_1	#0c30feff
16723980	17networks_LH_Language_PFCd_2	#0c30ffff
16394505	17networks_LH_Language_PFCl_1	#0929faff
16460041	17networks_LH_Language_Temp_1	#0929fbff
16525577	17networks_LH_Language_Temp_2	#0929fcff
16591113	17networks_LH_Language_Temp_3	#0929fdff
16656649	17networks_LH_Language_TempPole_1	#0929feff
16722185	17networks_LH_Language_TempPole_2	#0929ffff
1807590	17networks_LH_ContA_Cingm_1	#e6941bff
1873126	17networks_LH_ContA_Cingm_2	#e6941cff
1938662	17networks_LH_ContA_IPS_1	#e6941dff
2004198	17networks_LH_ContA_IPS_2	#e6941eff
2069734	17networks_LH_ContA_IPS_3	#e6941fff
2135270	17networks_LH_ContA_IPS_4	#e69420ff
2200806	17networks_LH_ContA_Ins_1	#e69421ff
2266342	17networks_LH_ContA_OFC_1	#e69422ff
2331878	17networks_LH_ContA_PFCd_1	#e69423ff
2397414	17networks_LH_ContA_PFCd_2	#e69424ff
2462950	17networks_LH_ContA_PFCl_1	#e69425ff
2528486	17networks_LH_ContA_PFCl_2	#e69426ff
2594022	17networks_LH_ContA_PFCl_3	#e69427ff
2659558	17networks_LH_ContA_PFCl_4	#e69428ff
2725094	17networks_LH_ContA_PFCl_5	#e69429ff
2266598	17networks_LH_ContA_Temp_1	#e69522ff
4403847	17networks_LH_ContB_FPole_1	#873243ff
4469383	17networks_LH_ContB_IPL_1	#873244ff
4534919	17networks_LH_ContB_IPL_2	#873245ff
4600455	17networks_LH_ContB_IPS_1	#873246ff
4665991	17networks_LH_ContB_OFC_1	#873247ff
4731527	17networks_LH_ContB_OFC_2	#873248ff
4797063	17networks_LH_ContB_OFC_3	#873249ff
4862599	17networks_LH_ContB_OFC_4	#87324aff
4928135	17networks_LH_ContB_OFC_5	#87324bff
4993671	17networks_LH_ContB_PCC_1	#87324cff
5059207	17networks_LH_ContB_PFCd_1	#87324dff
5124743	17networks_LH_ContB_PFCmp_1	#87324eff
5190279	17networks_LH_ContB_PFCmp_2	#87324fff
5255815	17networks_LH_ContB_Temp_1	#873250ff
5321351	17networks_LH_ContB_Temp_2	#873251ff
11308151	17networks_LH_ContC_Cingp_1	#778cacff
11373687	17networks_LH_ContC_Cingp_2	#778cadff
11439223	17networks_LH_ContC_FPole_1	#778caeff
11504759	17networks_LH_ContC_Ins_1	#778cafff
11570295	17networks_LH_ContC_PFCm_1	#778cb0ff
11635831	17networks_LH_ContC_PFCm_2	#778cb1ff
11701367	17networks_LH_ContC_PFCm_3	#778cb2ff
11766903	17networks_LH_ContC_PFCm_4	#778cb3ff
11832439	17networks_LH_ContC_pCun_1	#778cb4ff
11897975	17networks_LH_ContC_pCun_2	#778cb5ff
15940292	17networks_LH_SalVenAttnA_FrMed_1	#c43af3ff
16005828	17networks_LH_SalVenAttnA_FrMed_2	#c43af4ff
16071364	17networks_LH_SalVenAttnA_FrMed_3	#c43af5ff
16136900	17networks_LH_SalVenAttnA_FrOper_1	#c43af6ff
16202436	17networks_LH_SalVenAttnA_IPL_1	#c43af7ff
16267972	17networks_LH_SalVenAttnA_IPL_2	#c43af8ff
16333508	17networks_LH_SalVenAttnA_Ins_1	#c43af9ff
16399044	17networks_LH_SalVenAttnA_Ins_2	#c43afaff
16464580	17networks_LH_SalVenAttnA_Ins_3	#c43afbff
16530116	17networks_LH_SalVenAttnA_PFCd_1	#c43afcff
16595652	17networks_LH_SalVenAttnA_SPL_1	#c43afdff
16661188	17networks_LH_SalVenAttnA_SPL_2	#c43afeff
16726724	17networks_LH_SalVenAttnA_SPL_3	#c43affff
16397249	17networks_LH_SalVenAttnA_SPL_4	#c133faff
15938753	17networks_LH_SalVenAttnA_SPL_5	#c134f3ff
13605119	17networks_LH_SalVenAttnB_IFG_1	#ff98cfff
13670655	17networks_LH_SalVenAttnB_IPL_1	#ff98d0ff
13736191	17networks_LH_SalVenAttnB_IPL_2	#ff98d1ff
13801727	17networks_LH_SalVenAttnB_Ins_1	#ff98d2ff
13867263	17networks_LH_SalVenAttnB_Ins_2	#ff98d3ff
13932799	17networks_LH_SalVenAttnB_OFC_1	#ff98d4ff
13998335	17networks_LH_SalVenAttnB_OFC_2	#ff98d5ff
14063871	17networks_LH_SalVenAttnB_PFCl_1	#ff98d6ff
14129407	17networks_LH_SalVenAttnB_PFCl_2	#ff98d7ff
14194943	17networks_LH_SalVenAttnB_PFCl_3	#ff98d8ff
14260479	17networks_LH_SalVenAttnB_PFCmp_1	#ff98d9ff
14326015	17networks_LH_SalVenAttnB_SPL_1	#ff98daff
14391551	17networks_LH_SalVenAttnB_Temp_1	#ff98dbff
14457087	17networks_LH_SalVenAttnB_Temp_2	#ff98dcff
3906122	17networks_LH_DorsAttnA_IPL_1	#4a9a3bff
3971658	17networks_LH_DorsAttnA_IPL_2	#4a9a3cff
3513162	17networks_LH_DorsAttnA_IPS_1	#4a9b35ff
3578698	17networks_LH_DorsAttnA_IPS_2	#4a9b36ff
3644234	17networks_LH_DorsAttnA_IPS_3	#4a9b37ff
3709770	17networks_LH_DorsAttnA_IPS_4	#4a9b38ff
3775306	17networks_LH_DorsAttnA_IPS_5	#4a9b39ff
3840842	17networks_LH_DorsAttnA_IPS_6	#4a9b3aff
3906378	17networks_LH_DorsAttnA_PFCd_1	#4a9b3bff
3971914	17networks_LH_DorsAttnA_PFCd_2	#4a9b3cff
4037450	17networks_LH_DorsAttnA_PFCd_3	#4a9b3dff
4102986	17networks_LH_DorsAttnA_PrCv_1	#4a9b3eff
4168522	17networks_LH_DorsAttnA_SPL_1	#4a9b3fff
4234058	17networks_LH_DorsAttnA_SPL_2	#4a9b40ff
4299594	17networks_LH_DorsAttnA_SPL_3	#4a9b41ff
4365130	17networks_LH_DorsAttnA_TempOcc_1	#4a9b42ff
4430666	17networks_LH_DorsAttnA_TempOcc_2	#4a9b43ff
3972170	17networks_LH_DorsAttnA_TempOcc_3	#4a9c3cff
4037706	17networks_LH_DorsAttnA_TempPole_1	#4a9c3dff
620032	17networks_LH_DorsAttnB_FrMed_1	#007609ff
685568	17networks_LH_DorsAttnB_ParOper_1	#00760aff
751104	17networks_LH_DorsAttnB_PostC_1	#00760bff
816640	17networks_LH_DorsAttnB_PostC_2	#00760cff
882176	17networks_LH_DorsAttnB_PostC_3	#00760dff
947712	17networks_LH_DorsAttnB_PrCd_1	#00760eff
1013248	17networks_LH_DorsAttnB_PrCd_2	#00760fff
1078784	17networks_LH_DorsAttnB_PrCv_1	#007610ff
1144320	17networks_LH_DorsAttnB_SPL_1	#007611ff
1209856	17networks_LH_DorsAttnB_SPL_2	#007612ff
1275392	17networks_LH_DorsAttnB_SPL_3	#007613ff
1340928	17networks_LH_DorsAttnB_SPL_4	#007614ff
10352860	17networks_LH_Aud_Ins_1	#dcf89dff
10418396	17networks_LH_Aud_ParOcc_1	#dcf89eff
10483932	17networks_LH_Aud_ST_1	#dcf89fff
10549468	17networks_LH_Aud_ST_2	#dcf8a0ff
10615004	17networks_LH_Aud_ST_3	#dcf8a1ff
10680540	17networks_LH_Aud_ST_4	#dcf8a2ff
10746076	17networks_LH_Aud_ST_5	#dcf8a3ff
10811612	17networks_LH_Aud_ST_6	#dcf8a4ff
10877148	17networks_LH_Aud_ST_7	#dcf8a5ff
10942684	17networks_LH_Aud_ST_8	#dcf8a6ff
11008220	17networks_LH_Aud_ST_9	#dcf8a7ff
11073756	17networks_LH_Aud_ST_10	#dcf8a8ff
11139292	17networks_LH_Aud_ST_11	#dcf8a9ff
11204828	17networks_LH_Aud_TempPole_1	#dcf8aaff
11270364	17networks_LH_Aud_TempPole_2	#dcf8abff
11371078	17networks_LH_SomMotA_ParOper_1	#4682adff
11436614	17networks_LH_SomMotA_1	#4682aeff
11502150	17networks_LH_SomMotA_2	#4682afff
11567686	17networks_LH_SomMotA_3	#4682b0ff
11633222	17networks_LH_SomMotA_4	#4682b1ff
11698758	17networks_LH_SomMotA_5	#4682b2ff
11764294	17networks_LH_SomMotA_6	#4682b3ff
11829830	17networks_LH_SomMotA_7	#4682b4ff
11895366	17networks_LH_SomMotA_8	#4682b5ff
11960902	17networks_LH_SomMotA_9	#4682b6ff
12026438	17networks_LH_SomMotA_10	#4682b7ff
12091974	17networks_LH_SomMotA_11	#4682b8ff
12157510	17networks_LH_SomMotA_12	#4682b9ff
12223046	17networks_LH_SomMotA_13	#4682baff
12288582	17networks_LH_SomMotA_14	#4682bbff
11830086	17networks_LH_SomMotA_15	#4683b4ff
10341418	17networks_LH_SomMotB_Ins_1	#2acc9dff
10406954	17networks_LH_SomMotB_Ins_2	#2acc9eff
10472490	17networks_LH_SomMotB_ParOper_1	#2acc9fff
10538026	17networks_LH_SomMotB_ParOper_2	#2acca0ff
10603562	17networks_LH_SomMotB_1	#2acca1ff
10669098	17networks_LH_SomMotB_2	#2acca2ff
10734634	17networks_LH_SomMotB_3	#2acca3ff
10800170	17networks_LH_SomMotB_4	#2acca4ff
10865706	17networks_LH_SomMotB_5	#2acca5ff
10931242	17networks_LH_SomMotB_6	#2acca6ff
10996778	17networks_LH_SomMotB_7	#2acca7ff
11062314	17networks_LH_SomMotB_8	#2acca8ff
11127850	17networks_LH_SomMotB_9	#2acca9ff
11193386	17networks_LH_SomMotB_10	#2accaaff
11258922	17networks_LH_SomMotB_11	#2accabff
